EruptionId,VolcanoName,Country,Region,Latitude,Longitude,Elevation,Morphology,EventYear,EventMonth,EventDay,VEI,DeathsTotal,InjuriesTotal,HousesDestroyed,DamageMillionsUSD,Agent,TimeErupt,Status
7560,Bagana,Papua New Guinea,Bougainville-SW Paci,-6.137,155.196,1855,Lava cone,2023,7,7,2,,,,,"T,G",D1,Historical
7561,Marapi,Indonesia,Sumatra,-0.38,100.474,2885,Complex volcano,2023,12,3,,23,12,,,"P,T",D1,Historical
7562,East Epi,Vanuatu,Vanuatu-SW Pacific,-16.68,168.389,833,Stratovolcano,2023,1,31,,,,,,W,D1,Historical
7563,Reykjanes,Iceland,Iceland-SW,63.817,-22.717,140,Crater rows,2023,12,18,,1,,3,,"S,L",D6,Historical
7564,Pelee,Martinique,W Indies,14.809,-61.166,1372,Stratovolcano,1902,6,6,4,,,,,"W,P",D2,Historical
7565,Pelee,Martinique,W Indies,14.809,-61.166,1372,Stratovolcano,1902,7,10,4,,,,,"P,W",D2,Historical
7566,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2021,5,19,2,,,,,W,D1,Historical
7567,Ruang,Indonesia,Sangihe Is-Indonesia,2.3,125.37,725,Stratovolcano,2024,4,16,,,,3200,15.5,,D2,Historical
7568,Ijen,Indonesia,Java,-8.058,114.242,2769,Stratovolcano,2024,4,20,,1,,,,,D1,Historical
7569,Marapi,Indonesia,Sumatra,-0.38,100.474,2885,Complex volcano,2024,5,11,2,67,33,521,,M,D1,Historical
7570,Kanlaon,Philippines,Philippines-C,10.41,123.13,2422,Stratovolcano,2024,6,3,3,,,2680,2.5,"M,G,T",D1,Historical
7571,Sheveluch,Russia,Kamchatka,56.653,161.36,3283,Stratovolcano,2024,8,17,4,,,,,,D1,Historical
7572,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,1994,7,8,3,,,,,W,D1,Historical
7573,Rabaul,Papua New Guinea,New Britain-SW Pac,-4.246,152.194,688,Pyroclastic shield,1994,9,18,,,,,,"W,S",D1,Historical
7574,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1952,9,17,2,,,,,,D1,Historical
7575,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3436,Stratovolcano,2019,5,2,,,,,,W,D1,Historical
7576,Lewotobi,Indonesia,Lesser Sunda Is,-8.542,122.775,1703,Stratovolcano,2024,11,3,,9,64,23,,"T,P,L",D1,Historical
7577,Kanlaon,Philippines,Philippines-C,10.41,123.13,2422,Stratovolcano,2024,12,9,2,,,1,2.2,"T,P",D1,Historical
7578,Marapi,Indonesia,Sumatra,-0.38,100.474,2885,Complex volcano,1979,4,30,2,80,,,,M,D1,Historical
7579,Agua,Guatemala,Guatemala,14.465,-90.743,3760,Stratovolcano,1541,9,11,,1300,,,,m,U,Holocene
7580,Dieng Volcanic Complex,Indonesia,Java,-7.2,109.879,2565,Complex volcano,1978,,,,3,,,,I,D1,Historical
7581,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1904,1,30,2,16,45,,,P,D1,Historical
7582,Klyuchevskoy,Russia,Kamchatka,56.056,160.642,4754,Stratovolcano,2025,7,29,,,,,,,D1,Historical
7583,Hayli Gubbi,Ethiopia,Africa-NE,13.51,40.722,493,Shield volcano,2025,11,23,,,,,,T,U,Holocene
7584,Sofugan,Japan,Izu Is-Japan,29.794,140.342,99,Submarine volcano,2023,10,8,,,,,,"S,W",Unknown,Uncertain
7585,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2024,7,4,2,,,,,,D1,Historical
7586,Lewotobi,Indonesia,Lesser Sunda Is,-8.542,122.775,1703,Stratovolcano,2025,3,20,,1,1,,,"T,P",D1,Historical
